sim_cycles,mixed_or_same,mem_or_coh,config,inj_rate,average_packet_latency,packets_received::total,packets_injected::total
1b,mixed,mem,ns_l_bwop,0_06,8738.026952,2155392.0,2155407.0
1b,mixed,mem,ns_l_bwop,0_07,8885.764856,2515138.0,2515163.0
1b,mixed,mem,ns_l_bwop,0_08,9041.084231,2874591.0,2874616.0
1b,mixed,mem,ns_l_bwop,0_09,9219.796188,3234004.0,3234032.0
1b,mixed,mem,ns_l_bwop,0_1,9412.280554,3593851.0,3593887.0
1b,mixed,mem,ns_l_bwop,0_11,9621.48456,3952431.0,3952472.0
1b,mixed,mem,ns_l_bwop,0_12,9862.815926,4311893.0,4311936.0
1b,mixed,mem,ns_l_bwop,0_13,10128.806252,4671493.0,4671519.0
1b,mixed,mem,ns_l_bwop,0_14,10436.305254,5031859.0,5031914.0
1b,mixed,mem,ns_l_bwop,0_15,10783.708956,5392264.0,5392329.0
1b,mixed,mem,ns_l_bwop,0_16,11185.336753,5751414.0,5751473.0
1b,mixed,mem,ns_l_bwop,0_17,11665.718216,6110991.0,6111058.0
1b,mixed,mem,ns_l_bwop,0_18,12234.045635,6469614.0,6469692.0
1b,mixed,mem,ns_l_bwop,0_19,12943.290518,6828301.0,6828361.0
1b,mixed,mem,ns_l_bwop,0_2,13852.184964,7187610.0,7187721.0
1b,mixed,mem,ns_l_bwop,0_21,15116.427892,7548080.0,7548197.0
1b,mixed,mem,ns_l_bwop,0_22,17034.876272,7906916.0,7907032.0
1b,mixed,mem,ns_l_bwop,0_23,20777.848028,8265791.0,8265920.0
1b,mixed,mem,ns_l_bwop,0_24,48375.728713,8625001.0,8625175.0
1b,mixed,mem,ns_l_bwop,0_25,6069497.192995,8872082.0,8872292.0
1b,mixed,mem,ns_l_bwop,0_26,14087510.628273,9052116.0,9052366.0
1b,mixed,mem,ns_l_bwop,0_27,22974811.743573,9206021.0,9206311.0
1b,mixed,mem,ns_l_bwop,0_28,30709693.429911,9363584.0,9363869.0
1b,mixed,mem,ns_l_bwop,0_29,37798375.004691,9518030.0,9518328.0
1b,mixed,mem,mesh,0_01
1b,mixed,mem,mesh,0_02
1b,mixed,mem,mesh,0_03
1b,mixed,mem,mesh,0_04
1b,mixed,mem,mesh,0_05
1b,mixed,mem,mesh,0_06
1b,mixed,mem,mesh,0_07
1b,mixed,mem,mesh,0_08
1b,mixed,mem,mesh,0_09
1b,mixed,mem,mesh,0_1
1b,mixed,mem,mesh,0_11
1b,mixed,mem,mesh,0_12
1b,mixed,mem,mesh,0_13
1b,mixed,mem,mesh,0_14
1b,mixed,mem,mesh,0_15
1b,mixed,mem,mesh,0_16
1b,mixed,mem,mesh,0_17
1b,mixed,mem,mesh,0_18
1b,mixed,mem,mesh,0_19
1b,mixed,mem,ns_l_memopt,0_01
1b,mixed,mem,ns_l_memopt,0_02
1b,mixed,mem,ns_l_memopt,0_03
1b,mixed,mem,ns_l_memopt,0_04
1b,mixed,mem,ns_l_memopt,0_05
1b,mixed,mem,ns_l_memopt,0_06
1b,mixed,mem,ns_l_memopt,0_07
1b,mixed,mem,ns_l_memopt,0_08
1b,mixed,mem,ns_l_memopt,0_09
1b,mixed,mem,ns_l_memopt,0_1
1b,mixed,mem,ns_l_memopt,0_11
1b,mixed,mem,ns_l_memopt,0_12
1b,mixed,mem,ns_l_memopt,0_13
1b,mixed,mem,ns_l_memopt,0_14
1b,mixed,mem,ns_l_memopt,0_15
1b,mixed,mem,ns_l_memopt,0_16
1b,mixed,mem,ns_l_memopt,0_17
1b,mixed,mem,ns_l_memopt,0_18
1b,mixed,mem,ns_l_memopt,0_19
1b,mixed,mem,kite_small,0_01,7827.587486,359871.0,359872.0
1b,mixed,mem,kite_small,0_02,7944.052964,719813.0,719818.0
1b,mixed,mem,kite_small,0_03,8077.637712,1079452.0,1079458.0
1b,mixed,mem,kite_small,0_04,8215.132385,1438058.0,1438068.0
1b,mixed,mem,kite_small,0_05,8363.881043,1796351.0,1796367.0
1b,mixed,mem,kite_small,0_06,8520.945988,2155392.0,2155407.0
1b,mixed,mem,kite_small,0_07,8691.248646,2515140.0,2515163.0
1b,mixed,mem,kite_small,0_08,8872.573894,2874592.0,2874616.0
1b,mixed,mem,kite_small,0_09,9073.865975,3234007.0,3234032.0
1b,mixed,mem,kite_small,0_1,9297.207676,3593849.0,3593887.0
1b,mixed,mem,kite_small,0_11,9542.032024,3952427.0,3952472.0
1b,mixed,mem,kite_small,0_12,9818.558502,4311895.0,4311936.0
1b,mixed,mem,kite_small,0_13,10137.813549,4671493.0,4671519.0
1b,mixed,mem,kite_small,0_14,10505.321514,5031854.0,5031914.0
1b,mixed,mem,kite_small,0_15,10946.943947,5392266.0,5392330.0
1b,mixed,mem,kite_small,0_16,11459.119749,5751417.0,5751475.0
1b,mixed,mem,kite_small,0_17,12131.94077,6110996.0,6111059.0
1b,mixed,mem,kite_small,0_18,13066.500603,6469604.0,6469690.0
1b,mixed,mem,kite_small,0_19,14671.023418,6828281.0,6828363.0
1b,mixed,mem,kite_small,0_2,22401.735258,7187530.0,7187679.0
1b,mixed,mem,kite_small,0_21,4161189.119258,7480976.0,7481127.0
1b,mixed,mem,kite_small,0_22,10056951.586286,7696497.0,7696665.0
1b,mixed,mem,kite_small,0_23,13821681.045251,7915193.0,7915375.0
1b,mixed,mem,kite_small,0_24,19718276.915922,8109904.0,8110120.0
1b,mixed,mem,kite_small,0_25,29165020.083662,8226772.0,8227032.0
1b,mixed,mem,kite_small,0_26,40863879.794532,8300146.0,8300399.0
1b,mixed,mem,kite_small,0_27,51035751.976366,8376733.0,8377022.0
1b,mixed,mem,kite_small,0_28,59560123.749559,8447205.0,8447499.0
1b,mixed,mem,kite_small,0_29,67478397.627171,8513462.0,8513751.0
1b,mixed,mem,ft_x,0_01,9038.657793,359870.0,359872.0
1b,mixed,mem,ft_x,0_02,9146.905338,719813.0,719818.0
1b,mixed,mem,ft_x,0_03,9267.078728,1079451.0,1079458.0
1b,mixed,mem,ft_x,0_04,9394.559938,1438058.0,1438068.0
1b,mixed,mem,ft_x,0_05,9533.505868,1796351.0,1796367.0
1b,mixed,mem,ft_x,0_06,9678.239752,2155392.0,2155407.0
1b,mixed,mem,ft_x,0_07,9837.963375,2515139.0,2515163.0
1b,mixed,mem,ft_x,0_08,10007.453785,2874590.0,2874616.0
1b,mixed,mem,ft_x,0_09,10194.474215,3234003.0,3234032.0
1b,mixed,mem,ft_x,0_1,10403.052233,3593848.0,3593887.0
1b,mixed,mem,ft_x,0_11,10629.326368,3952424.0,3952472.0
1b,mixed,mem,ft_x,0_12,10885.888425,4311891.0,4311937.0
1b,mixed,mem,ft_x,0_13,11173.047381,4671490.0,4671519.0
1b,mixed,mem,ft_x,0_14,11511.542285,5031853.0,5031915.0
1b,mixed,mem,ft_x,0_15,11899.629678,5392263.0,5392329.0
1b,mixed,mem,ft_x,0_16,12352.128394,5751407.0,5751473.0
1b,mixed,mem,ft_x,0_17,12891.876341,6110986.0,6111059.0
1b,mixed,mem,ft_x,0_18,13557.359553,6469601.0,6469691.0
1b,mixed,mem,ft_x,0_19,14425.122167,6828278.0,6828362.0
1b,mixed,mem,ft_x,0_2,15580.256069,7187584.0,7187719.0
1b,mixed,mem,ft_x,0_21,17318.631666,7548071.0,7548193.0
1b,mixed,mem,ft_x,0_22,20560.979299,7906907.0,7907041.0
1b,mixed,mem,ft_x,0_23,213782.201723,8263240.0,8263408.0
1b,mixed,mem,ft_x,0_24,3614627.102779,8551110.0,8551341.0
1b,mixed,mem,ft_x,0_25,10279411.628159,8753945.0,8754170.0
1b,mixed,mem,ft_x,0_26,18152323.697056,8927511.0,8927767.0
1b,mixed,mem,ft_x,0_27,26050574.716031,9087500.0,9087768.0
1b,mixed,mem,ft_x,0_28,33550284.765089,9243443.0,9243738.0
1b,mixed,mem,ft_x,0_29,40303855.348266,9398781.0,9399067.0
1b,mixed,mem,dbl_bfly_x,0_01,9239.419444,359869.0,359872.0
1b,mixed,mem,dbl_bfly_x,0_02,9349.64379,719812.0,719818.0
1b,mixed,mem,dbl_bfly_x,0_03,9482.448213,1079452.0,1079458.0
1b,mixed,mem,dbl_bfly_x,0_04,9632.807281,1438057.0,1438068.0
1b,mixed,mem,dbl_bfly_x,0_05,9797.250469,1796347.0,1796367.0
1b,mixed,mem,dbl_bfly_x,0_06,9979.219061,2155386.0,2155407.0
1b,mixed,mem,dbl_bfly_x,0_07,10183.599983,2515134.0,2515163.0
1b,mixed,mem,dbl_bfly_x,0_08,10407.335428,2874588.0,2874616.0
1b,mixed,mem,dbl_bfly_x,0_09,10656.117286,3234003.0,3234032.0
1b,mixed,mem,dbl_bfly_x,0_1,10941.824427,3593847.0,3593887.0
1b,mixed,mem,dbl_bfly_x,0_11,11258.33437,3952427.0,3952472.0
1b,mixed,mem,dbl_bfly_x,0_12,11626.538699,4311888.0,4311936.0
1b,mixed,mem,dbl_bfly_x,0_13,12056.547702,4671486.0,4671519.0
1b,mixed,mem,dbl_bfly_x,0_14,12578.827106,5031846.0,5031915.0
1b,mixed,mem,dbl_bfly_x,0_15,13234.398117,5392250.0,5392329.0
1b,mixed,mem,dbl_bfly_x,0_16,14115.60353,5751388.0,5751473.0
1b,mixed,mem,dbl_bfly_x,0_17,15820.912284,6110972.0,6111058.0
1b,mixed,mem,dbl_bfly_x,0_18,100002.597241,6468851.0,6468954.0
1b,mixed,mem,dbl_bfly_x,0_19,3732966.903063,6754334.0,6754458.0
1b,mixed,mem,dbl_bfly_x,0_2,7278072.12708,7014336.0,7014487.0
1b,mixed,mem,dbl_bfly_x,0_21,11109724.642113,7264338.0,7264517.0
1b,mixed,mem,dbl_bfly_x,0_22,14684850.500836,7514096.0,7514279.0
1b,mixed,mem,dbl_bfly_x,0_23,21193350.261175,7715850.0,7716074.0
1b,mixed,mem,dbl_bfly_x,0_24,29284950.814111,7875131.0,7875328.0
1b,mixed,mem,dbl_bfly_x,0_25,36135551.40933,8034030.0,8034268.0
1b,mixed,mem,dbl_bfly_x,0_26,41336655.476058,8190130.0,8190342.0
1b,mixed,mem,dbl_bfly_x,0_27,46776824.4239,8351503.0,8351769.0
1b,mixed,mem,dbl_bfly_x,0_28,54818830.012951,8457705.0,8458006.0
1b,mixed,mem,dbl_bfly_x,0_29,63253971.407139,8530850.0,8531115.0
1b,mixed,mem,cmesh_x,0_01
1b,mixed,mem,cmesh_x,0_02
1b,mixed,mem,cmesh_x,0_03
1b,mixed,mem,cmesh_x,0_04
1b,mixed,mem,cmesh_x,0_05
1b,mixed,mem,cmesh_x,0_06
1b,mixed,mem,cmesh_x,0_07
1b,mixed,mem,cmesh_x,0_08
1b,mixed,mem,cmesh_x,0_09
1b,mixed,mem,cmesh_x,0_1
1b,mixed,mem,cmesh_x,0_11
1b,mixed,mem,cmesh_x,0_12
1b,mixed,mem,cmesh_x,0_13
1b,mixed,mem,cmesh_x,0_14
1b,mixed,mem,cmesh_x,0_15
1b,mixed,mem,cmesh_x,0_16
1b,mixed,mem,cmesh_x,0_17
1b,mixed,mem,cmesh_x,0_18
1b,mixed,mem,cmesh_x,0_19
1b,mixed,mem,butter_donut_x,0_01,8621.845511,359870.0,359872.0
1b,mixed,mem,butter_donut_x,0_02,8713.460781,719812.0,719818.0
1b,mixed,mem,butter_donut_x,0_03,8819.858865,1079452.0,1079458.0
1b,mixed,mem,butter_donut_x,0_04,8939.562274,1438058.0,1438068.0
1b,mixed,mem,butter_donut_x,0_05,9068.293299,1796350.0,1796367.0
1b,mixed,mem,butter_donut_x,0_06,9210.609505,2155391.0,2155407.0
1b,mixed,mem,butter_donut_x,0_07,9367.266049,2515138.0,2515163.0
1b,mixed,mem,butter_donut_x,0_08,9535.909726,2874591.0,2874616.0
1b,mixed,mem,butter_donut_x,0_09,9723.860454,3234004.0,3234032.0
1b,mixed,mem,butter_donut_x,0_1,9931.798611,3593847.0,3593887.0
1b,mixed,mem,butter_donut_x,0_11,10159.910676,3952432.0,3952472.0
1b,mixed,mem,butter_donut_x,0_12,10416.468349,4311897.0,4311937.0
1b,mixed,mem,butter_donut_x,0_13,10701.006953,4671490.0,4671519.0
1b,mixed,mem,butter_donut_x,0_14,11034.713733,5031854.0,5031916.0
1b,mixed,mem,butter_donut_x,0_15,11420.108295,5392258.0,5392330.0
1b,mixed,mem,butter_donut_x,0_16,11862.770167,5751414.0,5751473.0
1b,mixed,mem,butter_donut_x,0_17,12386.956531,6110988.0,6111059.0
1b,mixed,mem,butter_donut_x,0_18,13032.8534,6469602.0,6469692.0
1b,mixed,mem,butter_donut_x,0_19,13870.748713,6828292.0,6828363.0
1b,mixed,mem,butter_donut_x,0_2,14976.916999,7187603.0,7187720.0
1b,mixed,mem,butter_donut_x,0_21,16879.903002,7548072.0,7548195.0
1b,mixed,mem,butter_donut_x,0_22,23721.425526,7906910.0,7907040.0
1b,mixed,mem,butter_donut_x,0_23,2290756.820734,8221705.0,8221857.0
1b,mixed,mem,butter_donut_x,0_24,6520019.896389,8483894.0,8484102.0
1b,mixed,mem,butter_donut_x,0_25,11021328.308802,8725702.0,8725911.0
1b,mixed,mem,butter_donut_x,0_26,17267346.1393,8926637.0,8926874.0
1b,mixed,mem,butter_donut_x,0_27,24379259.483188,9099301.0,9099543.0
1b,mixed,mem,butter_donut_x,0_28,31638166.557351,9259313.0,9259546.0
1b,mixed,mem,butter_donut_x,0_29,38270768.493238,9416824.0,9417121.0
1b,mixed,coh,lpbt_s_power,0_01,8127.348965,359870.0,359872.0
1b,mixed,coh,lpbt_s_power,0_02,8258.034351,719813.0,719818.0
1b,mixed,coh,lpbt_s_power,0_03,8399.379011,1079452.0,1079458.0
1b,mixed,coh,lpbt_s_power,0_04,8547.745003,1438058.0,1438068.0
1b,mixed,coh,lpbt_s_power,0_05,8700.261134,1796350.0,1796367.0
1b,mixed,coh,lpbt_s_power,0_06,8872.229443,2155391.0,2155407.0
1b,mixed,coh,lpbt_s_power,0_07,9058.753981,2515139.0,2515163.0
1b,mixed,coh,lpbt_s_power,0_08,9260.029313,2874594.0,2874616.0
1b,mixed,coh,lpbt_s_power,0_09,9486.753879,3234007.0,3234032.0
1b,mixed,coh,lpbt_s_power,0_1,9750.247827,3593848.0,3593887.0
1b,mixed,coh,lpbt_s_power,0_11,10042.576577,3952429.0,3952472.0
1b,mixed,coh,lpbt_s_power,0_12,10416.881544,4311891.0,4311937.0
1b,mixed,coh,lpbt_s_power,0_13,10915.10282,4671490.0,4671519.0
1b,mixed,coh,lpbt_s_power,0_14,11741.650248,5031853.0,5031914.0
1b,mixed,coh,lpbt_s_power,0_15,16344.221408,5392244.0,5392329.0
1b,mixed,coh,lpbt_s_power,0_16,6385568.511556,5671418.0,5671634.0
1b,mixed,coh,lpbt_s_power,0_17,16172681.394208,5842929.0,5843106.0
1b,mixed,coh,lpbt_s_power,0_18,28171033.254694,5966362.0,5966587.0
1b,mixed,coh,lpbt_s_power,0_19,40077470.08581,6078995.0,6079256.0
1b,mixed,coh,lpbt_s_power,0_2,52985618.045829,6165883.0,6166215.0
1b,mixed,coh,lpbt_s_power,0_21,64575624.803825,6253548.0,6253856.0
1b,mixed,coh,lpbt_s_power,0_22,76664435.96858,6310175.0,6310485.0
1b,mixed,coh,lpbt_s_power,0_23,87030209.988655,6384608.0,6384905.0
1b,mixed,coh,lpbt_s_power,0_24,99143543.136882,6423193.0,6423502.0
1b,mixed,coh,lpbt_s_power,0_25,109751306.611075,6434886.0,6435244.0
1b,mixed,coh,lpbt_s_power,0_26,121411891.306785,6460325.0,6460676.0
1b,mixed,coh,lpbt_s_power,0_27,128812218.538215,6506485.0,6506816.0
1b,mixed,coh,lpbt_s_power,0_28,144340454.135745,6502341.0,6502663.0
1b,mixed,coh,lpbt_s_power,0_29,155423013.309762,6502176.0,6502500.0
1b,mixed,coh,lpbt_s_latop,0_01,8190.084914,359869.0,359872.0
1b,mixed,coh,lpbt_s_latop,0_02,8325.082949,719812.0,719818.0
1b,mixed,coh,lpbt_s_latop,0_03,8470.78196,1079452.0,1079458.0
1b,mixed,coh,lpbt_s_latop,0_04,8627.516186,1438058.0,1438068.0
1b,mixed,coh,lpbt_s_latop,0_05,8785.128335,1796349.0,1796367.0
1b,mixed,coh,lpbt_s_latop,0_06,8962.924065,2155391.0,2155407.0
1b,mixed,coh,lpbt_s_latop,0_07,9153.464822,2515137.0,2515163.0
1b,mixed,coh,lpbt_s_latop,0_08,9362.554658,2874592.0,2874616.0
1b,mixed,coh,lpbt_s_latop,0_09,9589.099435,3234007.0,3234032.0
1b,mixed,coh,lpbt_s_latop,0_1,9847.576032,3593847.0,3593887.0
1b,mixed,coh,lpbt_s_latop,0_11,10140.70805,3952430.0,3952472.0
1b,mixed,coh,lpbt_s_latop,0_12,10477.815967,4311895.0,4311937.0
1b,mixed,coh,lpbt_s_latop,0_13,10888.259888,4671487.0,4671519.0
1b,mixed,coh,lpbt_s_latop,0_14,11376.20394,5031855.0,5031914.0
1b,mixed,coh,lpbt_s_latop,0_15,11983.661549,5392253.0,5392329.0
1b,mixed,coh,lpbt_s_latop,0_16,12913.20546,5751356.0,5751474.0
1b,mixed,coh,lpbt_s_latop,0_17,14823.182472,6110871.0,6111058.0
1b,mixed,coh,lpbt_s_latop,0_18,60175.271535,6469513.0,6469669.0
1b,mixed,coh,lpbt_s_latop,0_19,276563.458861,4219613.0,4219830.0
1b,mixed,coh,lpbt_s_latop,0_2,27645865.652864,6484366.0,6484649.0
1b,mixed,coh,lpbt_s_latop,0_21,5534297.989612,4969939.0,4970120.0
1b,mixed,coh,lpbt_s_latop,0_22,328497.060602,5413188.0,5413348.0
1b,mixed,coh,lpbt_s_latop,0_23,2177146.77215,1722943.0,1723277.0
1b,mixed,coh,lpbt_s_latop,0_24,12962050.604408,1861917.0,1862260.0
1b,mixed,coh,lpbt_s_latop,0_25,330310.698846,5887876.0,5888117.0
1b,mixed,coh,lpbt_s_latop,0_26,30894844.307679,6096080.0,6096299.0
1b,mixed,coh,lpbt_s_latop,0_27,5018150.049272,2284454.0,2284759.0
1b,mixed,coh,lpbt_s_latop,0_28,693786.184045,1624882.0,1625195.0
1b,mixed,coh,lpbt_s_latop,0_29,6285686.461868,1354734.0,1355082.0
1b,mixed,coh,lpbt_m_latop,0_01,9114.874305,359870.0,359872.0
1b,mixed,coh,lpbt_m_latop,0_02,9208.323429,719812.0,719818.0
1b,mixed,coh,lpbt_m_latop,0_03,9314.578454,1079450.0,1079458.0
1b,mixed,coh,lpbt_m_latop,0_04,9423.716671,1438058.0,1438068.0
1b,mixed,coh,lpbt_m_latop,0_05,9533.717577,1796351.0,1796367.0
1b,mixed,coh,lpbt_m_latop,0_06,9654.511793,2155389.0,2155407.0
1b,mixed,coh,lpbt_m_latop,0_07,9784.409893,2515136.0,2515163.0
1b,mixed,coh,lpbt_m_latop,0_08,9919.194975,2874589.0,2874616.0
1b,mixed,coh,lpbt_m_latop,0_09,10061.561439,3234004.0,3234032.0
1b,mixed,coh,lpbt_m_latop,0_1,10222.662112,3593847.0,3593887.0
1b,mixed,coh,lpbt_m_latop,0_11,10387.484186,3952431.0,3952472.0
1b,mixed,coh,lpbt_m_latop,0_12,10572.996543,4311892.0,4311936.0
1b,mixed,coh,lpbt_m_latop,0_13,10775.813752,4671488.0,4671519.0
1b,mixed,coh,lpbt_m_latop,0_14,10999.869759,5031857.0,5031916.0
1b,mixed,coh,lpbt_m_latop,0_15,11246.364086,5392260.0,5392328.0
1b,mixed,coh,lpbt_m_latop,0_16,11518.703666,5751415.0,5751475.0
1b,mixed,coh,lpbt_m_latop,0_17,11834.574327,6110991.0,6111059.0
1b,mixed,coh,lpbt_m_latop,0_18,12182.062839,6469607.0,6469693.0
1b,mixed,coh,lpbt_m_latop,0_19,12599.445539,6828294.0,6828363.0
1b,mixed,coh,lpbt_m_latop,0_2,13090.683962,7187613.0,7187720.0
1b,mixed,coh,lpbt_m_latop,0_21,13685.583585,7548092.0,7548199.0
1b,mixed,coh,lpbt_m_latop,0_22,14426.436936,7906945.0,7907040.0
1b,mixed,coh,lpbt_m_latop,0_23,15472.672173,8265814.0,8265926.0
1b,mixed,coh,lpbt_m_latop,0_24,17221.113829,8625446.0,8625576.0
1b,mixed,coh,lpbt_m_latop,0_25,25537.115475,8986005.0,8986141.0
1b,mixed,coh,lpbt_m_latop,0_26,1071243.065962,9322577.0,9322739.0
1b,mixed,coh,lpbt_m_latop,0_27,2890751.261141,9636747.0,9636934.0
1b,mixed,coh,lpbt_m_latop,0_28,6417014.331934,9911946.0,9912153.0
1b,mixed,coh,lpbt_m_latop,0_29,11551777.550531,10143723.0,10143926.0
1b,mixed,coh,ns_s_memopt,0_01
1b,mixed,coh,ns_s_memopt,0_02
1b,mixed,coh,ns_s_memopt,0_03
1b,mixed,coh,ns_s_memopt,0_04
1b,mixed,coh,ns_s_memopt,0_05
1b,mixed,coh,ns_s_memopt,0_06
1b,mixed,coh,ns_s_memopt,0_07
1b,mixed,coh,ns_s_memopt,0_08
1b,mixed,coh,ns_s_memopt,0_09
1b,mixed,coh,ns_s_memopt,0_1
1b,mixed,coh,ns_s_memopt,0_11
1b,mixed,coh,ns_s_memopt,0_12
1b,mixed,coh,ns_s_memopt,0_13
1b,mixed,coh,ns_s_memopt,0_14
1b,mixed,coh,ns_s_memopt,0_15
1b,mixed,coh,ns_s_memopt,0_16
1b,mixed,coh,ns_s_memopt,0_17
1b,mixed,coh,ns_s_memopt,0_18
1b,mixed,coh,ns_s_memopt,0_19
1b,mixed,coh,ns_s_latop,0_01,7578.931836,359870.0,359872.0
1b,mixed,coh,ns_s_latop,0_02,7683.333221,719813.0,719818.0
1b,mixed,coh,ns_s_latop,0_03,7790.389005,1079452.0,1079458.0
1b,mixed,coh,ns_s_latop,0_04,7904.344233,1438060.0,1438068.0
1b,mixed,coh,ns_s_latop,0_05,8018.574571,1796352.0,1796367.0
1b,mixed,coh,ns_s_latop,0_06,8143.691082,2155392.0,2155407.0
1b,mixed,coh,ns_s_latop,0_07,8275.706962,2515139.0,2515163.0
1b,mixed,coh,ns_s_latop,0_08,8411.128512,2874595.0,2874616.0
1b,mixed,coh,ns_s_latop,0_09,8556.207991,3234008.0,3234032.0
1b,mixed,coh,ns_s_latop,0_1,8712.530184,3593851.0,3593887.0
1b,mixed,coh,ns_s_latop,0_11,8878.774469,3952433.0,3952472.0
1b,mixed,coh,ns_s_latop,0_12,9058.855816,4311900.0,4311937.0
1b,mixed,coh,ns_s_latop,0_13,9254.471312,4671495.0,4671519.0
1b,mixed,coh,ns_s_latop,0_14,9470.01955,5031864.0,5031916.0
1b,mixed,coh,ns_s_latop,0_15,9707.157504,5392270.0,5392329.0
1b,mixed,coh,ns_s_latop,0_16,9963.652007,5751419.0,5751475.0
1b,mixed,coh,ns_s_latop,0_17,10258.863616,6110996.0,6111059.0
1b,mixed,coh,ns_s_latop,0_18,10582.160184,6469619.0,6469693.0
1b,mixed,coh,ns_s_latop,0_19,10958.685603,6828308.0,6828363.0
1b,mixed,coh,ns_s_latop,0_2,11393.439446,7187622.0,7187722.0
1b,mixed,coh,ns_s_latop,0_21,11897.542234,7548102.0,7548200.0
1b,mixed,coh,ns_s_latop,0_22,12510.276033,7906957.0,7907042.0
1b,mixed,coh,ns_s_latop,0_23,13261.564881,8265830.0,8265934.0
1b,mixed,coh,ns_s_latop,0_24,14237.764273,8625473.0,8625586.0
1b,mixed,coh,ns_s_latop,0_25,16670.84861,8985965.0,8986137.0
1b,mixed,coh,ns_s_latop,0_26,19117.613312,9343789.0,9343969.0
1b,mixed,coh,ns_s_latop,0_27,320221.924789,9695862.0,9696079.0
1b,mixed,coh,ns_s_latop,0_28,2333775.396009,10011883.0,10012115.0
1b,mixed,coh,ns_s_latop,0_29,7745023.829785,10250920.0,10251160.0
1b,mixed,coh,ns_s_bwop,0_01,7600.822975,359870.0,359872.0
1b,mixed,coh,ns_s_bwop,0_02,7702.398162,719813.0,719818.0
1b,mixed,coh,ns_s_bwop,0_03,7808.460967,1079452.0,1079458.0
1b,mixed,coh,ns_s_bwop,0_04,7923.22734,1438060.0,1438068.0
1b,mixed,coh,ns_s_bwop,0_05,8036.818383,1796352.0,1796367.0
1b,mixed,coh,ns_s_bwop,0_06,8156.312695,2155392.0,2155407.0
1b,mixed,coh,ns_s_bwop,0_07,8287.820902,2515139.0,2515163.0
1b,mixed,coh,ns_s_bwop,0_08,8421.670983,2874595.0,2874616.0
1b,mixed,coh,ns_s_bwop,0_09,8562.19022,3234008.0,3234032.0
1b,mixed,coh,ns_s_bwop,0_1,8715.407043,3593852.0,3593887.0
1b,mixed,coh,ns_s_bwop,0_11,8877.249571,3952432.0,3952472.0
1b,mixed,coh,ns_s_bwop,0_12,9054.289599,4311900.0,4311936.0
1b,mixed,coh,ns_s_bwop,0_13,9241.666888,4671494.0,4671519.0
1b,mixed,coh,ns_s_bwop,0_14,9454.98505,5031856.0,5031916.0
1b,mixed,coh,ns_s_bwop,0_15,9681.282078,5392266.0,5392329.0
1b,mixed,coh,ns_s_bwop,0_16,9932.23758,5751422.0,5751475.0
1b,mixed,coh,ns_s_bwop,0_17,10212.993689,6110997.0,6111059.0
1b,mixed,coh,ns_s_bwop,0_18,10520.369828,6469620.0,6469693.0
1b,mixed,coh,ns_s_bwop,0_19,10880.835749,6828310.0,6828362.0
1b,mixed,coh,ns_s_bwop,0_2,11296.22016,7187636.0,7187721.0
1b,mixed,coh,ns_s_bwop,0_21,11778.177574,7548105.0,7548200.0
1b,mixed,coh,ns_s_bwop,0_22,12346.341882,7906964.0,7907042.0
1b,mixed,coh,ns_s_bwop,0_23,13049.891388,8265837.0,8265932.0
1b,mixed,coh,ns_s_bwop,0_24,13937.700392,8625476.0,8625586.0
1b,mixed,coh,ns_s_bwop,0_25,15105.316239,8986030.0,8986147.0
1b,mixed,coh,ns_s_bwop,0_26,17690.988751,9343844.0,9343974.0
1b,mixed,coh,ns_s_bwop,0_27,20068.068992,9701571.0,9701763.0
1b,mixed,coh,ns_s_bwop,0_28,214681.366535,10058341.0,10058527.0
1b,mixed,coh,ns_s_bwop,0_29,3847110.891418,10341133.0,10341347.0
