sim_cycles,mixed_or_same,mem_or_coh,config,inj_rate,average_packet_latency,packets_received::total,packets_injected::total
1b,mixed,coh,ns_m_memopt,0_01
1b,mixed,coh,ns_m_memopt,0_02
1b,mixed,coh,ns_m_memopt,0_03
1b,mixed,coh,ns_m_memopt,0_04
1b,mixed,coh,ns_m_memopt,0_05
1b,mixed,coh,ns_m_memopt,0_06
1b,mixed,coh,ns_m_memopt,0_07
1b,mixed,coh,ns_m_memopt,0_08
1b,mixed,coh,ns_m_memopt,0_09
1b,mixed,coh,ns_m_memopt,0_1
1b,mixed,coh,ns_m_memopt,0_11
1b,mixed,coh,ns_m_memopt,0_12
1b,mixed,coh,ns_m_memopt,0_13
1b,mixed,coh,ns_m_memopt,0_14
1b,mixed,coh,ns_m_memopt,0_15
1b,mixed,coh,ns_m_memopt,0_16
1b,mixed,coh,ns_m_memopt,0_17
1b,mixed,coh,ns_m_memopt,0_18
1b,mixed,coh,ns_m_memopt,0_19
1b,mixed,coh,ns_m_latop,0_01,8611.772095,359870.0,359872.0
1b,mixed,coh,ns_m_latop,0_02,8695.841298,719813.0,719818.0
1b,mixed,coh,ns_m_latop,0_03,8791.183963,1079451.0,1079458.0
1b,mixed,coh,ns_m_latop,0_04,8889.121421,1438058.0,1438068.0
1b,mixed,coh,ns_m_latop,0_05,8986.847381,1796351.0,1796367.0
1b,mixed,coh,ns_m_latop,0_06,9095.304416,2155391.0,2155407.0
1b,mixed,coh,ns_m_latop,0_07,9210.282274,2515137.0,2515163.0
1b,mixed,coh,ns_m_latop,0_08,9329.759112,2874591.0,2874616.0
1b,mixed,coh,ns_m_latop,0_09,9455.853999,3234005.0,3234032.0
1b,mixed,coh,ns_m_latop,0_1,9593.60634,3593849.0,3593887.0
1b,mixed,coh,ns_m_latop,0_11,9737.814451,3952431.0,3952472.0
1b,mixed,coh,ns_m_latop,0_12,9897.515339,4311893.0,4311936.0
1b,mixed,coh,ns_m_latop,0_13,10066.881929,4671484.0,4671519.0
1b,mixed,coh,ns_m_latop,0_14,10256.224923,5031857.0,5031914.0
1b,mixed,coh,ns_m_latop,0_15,10462.19264,5392264.0,5392329.0
1b,mixed,coh,ns_m_latop,0_16,10685.598811,5751419.0,5751474.0
1b,mixed,coh,ns_m_latop,0_17,10940.117219,6110994.0,6111058.0
1b,mixed,coh,ns_m_latop,0_18,11219.899269,6469611.0,6469693.0
1b,mixed,coh,ns_m_latop,0_19,11541.158982,6828308.0,6828361.0
1b,mixed,coh,ns_m_latop,0_2,11913.546221,7187625.0,7187719.0
1b,mixed,coh,ns_m_latop,0_21,12343.788242,7548096.0,7548193.0
1b,mixed,coh,ns_m_latop,0_22,12859.170374,7906955.0,7907041.0
1b,mixed,coh,ns_m_latop,0_23,13482.782079,8265839.0,8265931.0
1b,mixed,coh,ns_m_latop,0_24,14270.561167,8625475.0,8625583.0
1b,mixed,coh,ns_m_latop,0_25,15304.629205,8986026.0,8986142.0
1b,mixed,coh,ns_m_latop,0_26,16758.38043,9343870.0,9343985.0
1b,mixed,coh,ns_m_latop,0_27,19138.591194,9701628.0,9701779.0
1b,mixed,coh,ns_m_latop,0_28,23849.848409,10061508.0,10061674.0
1b,mixed,coh,ns_m_latop,0_29,3225426.677926,10338568.0,10338793.0
1b,mixed,coh,ns_m_bwop,0_01,8639.630033,359870.0,359872.0
1b,mixed,coh,ns_m_bwop,0_02,8727.619312,719812.0,719818.0
1b,mixed,coh,ns_m_bwop,0_03,8821.099545,1079450.0,1079458.0
1b,mixed,coh,ns_m_bwop,0_04,8918.555368,1438058.0,1438068.0
1b,mixed,coh,ns_m_bwop,0_05,9017.391383,1796351.0,1796367.0
1b,mixed,coh,ns_m_bwop,0_06,9125.510611,2155390.0,2155407.0
1b,mixed,coh,ns_m_bwop,0_07,9241.353797,2515137.0,2515163.0
1b,mixed,coh,ns_m_bwop,0_08,9361.433347,2874590.0,2874616.0
1b,mixed,coh,ns_m_bwop,0_09,9487.179765,3234004.0,3234032.0
1b,mixed,coh,ns_m_bwop,0_1,9624.913209,3593849.0,3593887.0
1b,mixed,coh,ns_m_bwop,0_11,9769.386217,3952433.0,3952472.0
1b,mixed,coh,ns_m_bwop,0_12,9928.677588,4311897.0,4311936.0
1b,mixed,coh,ns_m_bwop,0_13,10098.706331,4671490.0,4671519.0
1b,mixed,coh,ns_m_bwop,0_14,10289.589074,5031859.0,5031914.0
1b,mixed,coh,ns_m_bwop,0_15,10495.953964,5392264.0,5392329.0
1b,mixed,coh,ns_m_bwop,0_16,10720.333165,5751416.0,5751473.0
1b,mixed,coh,ns_m_bwop,0_17,10977.455713,6110995.0,6111059.0
1b,mixed,coh,ns_m_bwop,0_18,11258.341246,6469609.0,6469690.0
1b,mixed,coh,ns_m_bwop,0_19,11580.149777,6828308.0,6828363.0
1b,mixed,coh,ns_m_bwop,0_2,11955.775997,7187628.0,7187719.0
1b,mixed,coh,ns_m_bwop,0_21,12388.685269,7548092.0,7548196.0
1b,mixed,coh,ns_m_bwop,0_22,12908.22336,7906962.0,7907043.0
1b,mixed,coh,ns_m_bwop,0_23,13522.994316,8265833.0,8265932.0
1b,mixed,coh,ns_m_bwop,0_24,14316.105308,8625473.0,8625582.0
1b,mixed,coh,ns_m_bwop,0_25,15350.198433,8986039.0,8986150.0
1b,mixed,coh,ns_m_bwop,0_26,16810.053226,9343873.0,9343981.0
1b,mixed,coh,ns_m_bwop,0_27,19161.010154,9701609.0,9701781.0
1b,mixed,coh,ns_m_bwop,0_28,85757.447481,10057057.0,10057251.0
1b,mixed,coh,ns_m_bwop,0_29,2762813.192996,10352329.0,10352552.0
1b,mixed,coh,ns_l_memopt,0_01
1b,mixed,coh,ns_l_memopt,0_02
1b,mixed,coh,ns_l_memopt,0_03
1b,mixed,coh,ns_l_memopt,0_04
1b,mixed,coh,ns_l_memopt,0_05
1b,mixed,coh,ns_l_memopt,0_06
1b,mixed,coh,ns_l_memopt,0_07
1b,mixed,coh,ns_l_memopt,0_08
1b,mixed,coh,ns_l_memopt,0_09
1b,mixed,coh,ns_l_memopt,0_1
1b,mixed,coh,ns_l_memopt,0_11
1b,mixed,coh,ns_l_memopt,0_12
1b,mixed,coh,ns_l_memopt,0_13
1b,mixed,coh,ns_l_memopt,0_14
1b,mixed,coh,ns_l_memopt,0_15
1b,mixed,coh,ns_l_memopt,0_16
1b,mixed,coh,ns_l_memopt,0_17
1b,mixed,coh,ns_l_memopt,0_18
1b,mixed,coh,ns_l_memopt,0_19
1b,mixed,coh,ns_l_latop,0_01,8076.546929,359871.0,359872.0
1b,mixed,coh,ns_l_latop,0_02,8146.208882,719812.0,719818.0
1b,mixed,coh,ns_l_latop,0_03,8228.55915,1079452.0,1079458.0
1b,mixed,coh,ns_l_latop,0_04,8315.499517,1438060.0,1438068.0
1b,mixed,coh,ns_l_latop,0_05,8405.939326,1796352.0,1796367.0
1b,mixed,coh,ns_l_latop,0_06,8504.568769,2155392.0,2155407.0
1b,mixed,coh,ns_l_latop,0_07,8613.817409,2515139.0,2515163.0
1b,mixed,coh,ns_l_latop,0_08,8726.587029,2874592.0,2874616.0
1b,mixed,coh,ns_l_latop,0_09,8850.655826,3234006.0,3234032.0
1b,mixed,coh,ns_l_latop,0_1,8984.128595,3593850.0,3593887.0
1b,mixed,coh,ns_l_latop,0_11,9126.347202,3952432.0,3952472.0
1b,mixed,coh,ns_l_latop,0_12,9285.336772,4311899.0,4311938.0
1b,mixed,coh,ns_l_latop,0_13,9456.738178,4671492.0,4671519.0
1b,mixed,coh,ns_l_latop,0_14,9644.402903,5031857.0,5031915.0
1b,mixed,coh,ns_l_latop,0_15,9853.497693,5392263.0,5392328.0
1b,mixed,coh,ns_l_latop,0_16,10079.699125,5751421.0,5751472.0
1b,mixed,coh,ns_l_latop,0_17,10339.535965,6110993.0,6111059.0
1b,mixed,coh,ns_l_latop,0_18,10647.466333,6469601.0,6469691.0
1b,mixed,coh,ns_l_latop,0_19,10949.779462,6828313.0,6828363.0
1b,mixed,coh,ns_l_latop,0_2,11425.599874,7187622.0,7187720.0
1b,mixed,coh,ns_l_latop,0_21,11776.119957,7548092.0,7548195.0
1b,mixed,coh,ns_l_latop,0_22,12435.464771,7906932.0,7907032.0
1b,mixed,coh,ns_l_latop,0_23,13238.859102,8265826.0,8265923.0
1b,mixed,coh,ns_l_latop,0_24,14266.515961,8625466.0,8625580.0
1b,mixed,coh,ns_l_latop,0_25,15805.435461,8986016.0,8986138.0
1b,mixed,coh,ns_l_latop,0_26,18504.400719,9343857.0,9343973.0
1b,mixed,coh,ns_l_latop,0_27,24759.52457,9701542.0,9701731.0
1b,mixed,coh,ns_l_latop,0_28,507985.793671,10051166.0,10051337.0
1b,mixed,coh,ns_l_latop,0_29,2329457.989924,10372006.0,10372215.0
1b,mixed,coh,ns_l_bwop,0_01,8121.334271,359870.0,359872.0
1b,mixed,coh,ns_l_bwop,0_02,8192.563018,719813.0,719818.0
1b,mixed,coh,ns_l_bwop,0_03,8272.906178,1079452.0,1079458.0
1b,mixed,coh,ns_l_bwop,0_04,8362.173731,1438060.0,1438068.0
1b,mixed,coh,ns_l_bwop,0_05,8453.640165,1796351.0,1796367.0
1b,mixed,coh,ns_l_bwop,0_06,8551.477606,2155392.0,2155407.0
1b,mixed,coh,ns_l_bwop,0_07,8661.988351,2515138.0,2515163.0
1b,mixed,coh,ns_l_bwop,0_08,8776.732623,2874593.0,2874616.0
1b,mixed,coh,ns_l_bwop,0_09,8899.351811,3234006.0,3234032.0
1b,mixed,coh,ns_l_bwop,0_1,9035.619222,3593850.0,3593887.0
1b,mixed,coh,ns_l_bwop,0_11,9177.746822,3952432.0,3952472.0
1b,mixed,coh,ns_l_bwop,0_12,9337.184778,4311896.0,4311936.0
1b,mixed,coh,ns_l_bwop,0_13,9505.828248,4671492.0,4671519.0
1b,mixed,coh,ns_l_bwop,0_14,9697.306971,5031861.0,5031915.0
1b,mixed,coh,ns_l_bwop,0_15,9908.199867,5392268.0,5392329.0
1b,mixed,coh,ns_l_bwop,0_16,10135.066673,5751423.0,5751474.0
1b,mixed,coh,ns_l_bwop,0_17,10396.437549,6110993.0,6111059.0
1b,mixed,coh,ns_l_bwop,0_18,10681.250724,6469614.0,6469692.0
1b,mixed,coh,ns_l_bwop,0_19,11009.551152,6828315.0,6828363.0
1b,mixed,coh,ns_l_bwop,0_2,11394.226654,7187627.0,7187722.0
1b,mixed,coh,ns_l_bwop,0_21,11832.548663,7548101.0,7548198.0
1b,mixed,coh,ns_l_bwop,0_22,12357.094109,7906959.0,7907041.0
1b,mixed,coh,ns_l_bwop,0_23,13647.496769,8265802.0,8265930.0
1b,mixed,coh,ns_l_bwop,0_24,14209.531087,8625444.0,8625582.0
1b,mixed,coh,ns_l_bwop,0_25,14987.747359,8985976.0,8986129.0
1b,mixed,coh,ns_l_bwop,0_26,22331.652894,9343696.0,9343848.0
1b,mixed,coh,ns_l_bwop,0_27,439762.504821,9692342.0,9692533.0
1b,mixed,coh,ns_l_bwop,0_28,1552642.924271,10022223.0,10022418.0
1b,mixed,coh,ns_l_bwop,0_29,4216872.755653,10321716.0,10321928.0
1b,mixed,coh,mesh,0_01
1b,mixed,coh,mesh,0_02
1b,mixed,coh,mesh,0_03
1b,mixed,coh,mesh,0_04
1b,mixed,coh,mesh,0_05
1b,mixed,coh,mesh,0_06
1b,mixed,coh,mesh,0_07
1b,mixed,coh,mesh,0_08
1b,mixed,coh,mesh,0_09
1b,mixed,coh,mesh,0_1
1b,mixed,coh,mesh,0_11
1b,mixed,coh,mesh,0_12
1b,mixed,coh,mesh,0_13
1b,mixed,coh,mesh,0_14
1b,mixed,coh,mesh,0_15
1b,mixed,coh,mesh,0_16
1b,mixed,coh,mesh,0_17
1b,mixed,coh,mesh,0_18
1b,mixed,coh,mesh,0_19
1b,mixed,coh,kite_small,0_01,7625.104674,359871.0,359872.0
1b,mixed,coh,kite_small,0_02,7728.696842,719813.0,719818.0
1b,mixed,coh,kite_small,0_03,7838.059304,1079452.0,1079458.0
1b,mixed,coh,kite_small,0_04,7954.331883,1438060.0,1438068.0
1b,mixed,coh,kite_small,0_05,8067.761953,1796352.0,1796367.0
1b,mixed,coh,kite_small,0_06,8193.760091,2155391.0,2155407.0
1b,mixed,coh,kite_small,0_07,8326.189635,2515139.0,2515163.0
1b,mixed,coh,kite_small,0_08,8461.379425,2874595.0,2874616.0
1b,mixed,coh,kite_small,0_09,8605.942622,3234009.0,3234032.0
1b,mixed,coh,kite_small,0_1,8762.785374,3593849.0,3593887.0
1b,mixed,coh,kite_small,0_11,8927.551099,3952432.0,3952472.0
1b,mixed,coh,kite_small,0_12,9107.256003,4311895.0,4311937.0
1b,mixed,coh,kite_small,0_13,9300.999321,4671491.0,4671519.0
1b,mixed,coh,kite_small,0_14,9515.326329,5031859.0,5031914.0
1b,mixed,coh,kite_small,0_15,9746.789202,5392264.0,5392330.0
1b,mixed,coh,kite_small,0_16,10000.168332,5751422.0,5751475.0
1b,mixed,coh,kite_small,0_17,10292.321809,6110996.0,6111059.0
1b,mixed,coh,kite_small,0_18,10611.101631,6469621.0,6469694.0
1b,mixed,coh,kite_small,0_19,10975.349727,6828309.0,6828363.0
1b,mixed,coh,kite_small,0_2,11395.516629,7187629.0,7187721.0
1b,mixed,coh,kite_small,0_21,11883.40876,7548105.0,7548199.0
1b,mixed,coh,kite_small,0_22,12474.556162,7906965.0,7907043.0
1b,mixed,coh,kite_small,0_23,13188.621483,8265843.0,8265934.0
1b,mixed,coh,kite_small,0_24,14083.279932,8625478.0,8625587.0
1b,mixed,coh,kite_small,0_25,15286.489155,8986028.0,8986146.0
1b,mixed,coh,kite_small,0_26,18728.514938,9343813.0,9343976.0
1b,mixed,coh,kite_small,0_27,121305.863998,9700139.0,9700350.0
1b,mixed,coh,kite_small,0_28,1615823.07249,10026187.0,10026396.0
1b,mixed,coh,kite_small,0_29,6058545.986444,10286449.0,10286689.0
1b,mixed,coh,kite_medium,0_01,8916.826632,359870.0,359872.0
1b,mixed,coh,kite_medium,0_02,9008.145755,719813.0,719818.0
1b,mixed,coh,kite_medium,0_03,9108.051586,1079450.0,1079458.0
1b,mixed,coh,kite_medium,0_04,9211.755659,1438057.0,1438068.0
1b,mixed,coh,kite_medium,0_05,9315.848402,1796351.0,1796367.0
1b,mixed,coh,kite_medium,0_06,9430.044414,2155389.0,2155407.0
1b,mixed,coh,kite_medium,0_07,9551.064519,2515137.0,2515163.0
1b,mixed,coh,kite_medium,0_08,9677.976666,2874588.0,2874616.0
1b,mixed,coh,kite_medium,0_09,9810.389989,3234006.0,3234032.0
1b,mixed,coh,kite_medium,0_1,9956.129225,3593848.0,3593887.0
1b,mixed,coh,kite_medium,0_11,10110.832773,3952430.0,3952472.0
1b,mixed,coh,kite_medium,0_12,10280.171527,4311894.0,4311938.0
1b,mixed,coh,kite_medium,0_13,10462.749334,4671484.0,4671519.0
1b,mixed,coh,kite_medium,0_14,10665.548684,5031857.0,5031916.0
1b,mixed,coh,kite_medium,0_15,10885.889858,5392261.0,5392329.0
1b,mixed,coh,kite_medium,0_16,11129.713501,5751410.0,5751475.0
1b,mixed,coh,kite_medium,0_17,11406.397879,6110990.0,6111059.0
1b,mixed,coh,kite_medium,0_18,11713.366501,6469607.0,6469693.0
1b,mixed,coh,kite_medium,0_19,12061.132504,6828302.0,6828363.0
1b,mixed,coh,kite_medium,0_2,12472.65397,7187611.0,7187721.0
1b,mixed,coh,kite_medium,0_21,12950.420736,7548092.0,7548200.0
1b,mixed,coh,kite_medium,0_22,13525.015441,7906951.0,7907041.0
1b,mixed,coh,kite_medium,0_23,14226.812167,8265830.0,8265931.0
1b,mixed,coh,kite_medium,0_24,15142.173118,8625469.0,8625587.0
1b,mixed,coh,kite_medium,0_25,16370.863004,8986025.0,8986150.0
1b,mixed,coh,kite_medium,0_26,18196.409033,9343847.0,9343976.0
1b,mixed,coh,kite_medium,0_27,21539.137295,9701612.0,9701789.0
1b,mixed,coh,kite_medium,0_28,32545.204664,10061431.0,10061620.0
1b,mixed,coh,kite_medium,0_29,1615349.028383,10387530.0,10387751.0
1b,mixed,coh,kite_large,0_01,8483.192364,359870.0,359872.0
1b,mixed,coh,kite_large,0_02,8560.821013,719813.0,719818.0
1b,mixed,coh,kite_large,0_03,8652.460141,1079452.0,1079458.0
1b,mixed,coh,kite_large,0_04,8747.809938,1438058.0,1438068.0
1b,mixed,coh,kite_large,0_05,8850.820827,1796351.0,1796367.0
1b,mixed,coh,kite_large,0_06,8963.371685,2155389.0,2155407.0
1b,mixed,coh,kite_large,0_07,9085.520017,2515137.0,2515163.0
1b,mixed,coh,kite_large,0_08,9216.695479,2874590.0,2874616.0
1b,mixed,coh,kite_large,0_09,9355.978914,3234005.0,3234032.0
1b,mixed,coh,kite_large,0_1,9507.486923,3593849.0,3593887.0
1b,mixed,coh,kite_large,0_11,9667.753906,3952430.0,3952472.0
1b,mixed,coh,kite_large,0_12,9849.638763,4311898.0,4311936.0
1b,mixed,coh,kite_large,0_13,10040.289733,4671489.0,4671519.0
1b,mixed,coh,kite_large,0_14,10256.682216,5031858.0,5031915.0
1b,mixed,coh,kite_large,0_15,10491.042726,5392266.0,5392329.0
1b,mixed,coh,kite_large,0_16,10749.715477,5751417.0,5751474.0
1b,mixed,coh,kite_large,0_17,11040.876509,6110994.0,6111058.0
1b,mixed,coh,kite_large,0_18,11362.48446,6469611.0,6469693.0
1b,mixed,coh,kite_large,0_19,11735.775438,6828309.0,6828362.0
1b,mixed,coh,kite_large,0_2,12160.503665,7187621.0,7187721.0
1b,mixed,coh,kite_large,0_21,12660.53372,7548098.0,7548199.0
1b,mixed,coh,kite_large,0_22,13258.493068,7906960.0,7907042.0
1b,mixed,coh,kite_large,0_23,13984.865248,8265825.0,8265932.0
1b,mixed,coh,kite_large,0_24,15503.280603,8625417.0,8625578.0
1b,mixed,coh,kite_large,0_25,19232.042961,8985985.0,8986139.0
1b,mixed,coh,kite_large,0_26,191222.332665,9340717.0,9340885.0
1b,mixed,coh,kite_large,0_27,792507.415379,9685984.0,9686184.0
1b,mixed,coh,kite_large,0_28,1555018.700972,8875220.0,8875388.0
1b,mixed,coh,kite_large,0_29,8704758.89879,10229605.0,10229835.0
1b,mixed,coh,ft_x,0_01,9019.064073,359870.0,359872.0
1b,mixed,coh,ft_x,0_02,9107.81997,719813.0,719818.0
1b,mixed,coh,ft_x,0_03,9208.266536,1079450.0,1079458.0
1b,mixed,coh,ft_x,0_04,9311.060458,1438058.0,1438068.0
1b,mixed,coh,ft_x,0_05,9416.046252,1796350.0,1796367.0
1b,mixed,coh,ft_x,0_06,9527.993453,2155388.0,2155407.0
1b,mixed,coh,ft_x,0_07,9650.233457,2515136.0,2515163.0
1b,mixed,coh,ft_x,0_08,9775.881668,2874590.0,2874616.0
1b,mixed,coh,ft_x,0_09,9908.924296,3234003.0,3234032.0
1b,mixed,coh,ft_x,0_1,10054.157533,3593848.0,3593887.0
1b,mixed,coh,ft_x,0_11,10207.166405,3952431.0,3952472.0
1b,mixed,coh,ft_x,0_12,10372.697083,4311893.0,4311936.0
1b,mixed,coh,ft_x,0_13,10555.042797,4671486.0,4671519.0
1b,mixed,coh,ft_x,0_14,10754.366276,5031859.0,5031916.0
1b,mixed,coh,ft_x,0_15,10972.983579,5392261.0,5392329.0
1b,mixed,coh,ft_x,0_16,11211.202314,5751418.0,5751474.0
1b,mixed,coh,ft_x,0_17,11483.673331,6110989.0,6111058.0
1b,mixed,coh,ft_x,0_18,11782.852384,6469609.0,6469694.0
1b,mixed,coh,ft_x,0_19,12127.87336,6828304.0,6828363.0
1b,mixed,coh,ft_x,0_2,12525.550713,7187624.0,7187721.0
1b,mixed,coh,ft_x,0_21,12994.942107,7548092.0,7548196.0
1b,mixed,coh,ft_x,0_22,14102.168701,7906906.0,7907039.0
1b,mixed,coh,ft_x,0_23,14234.326757,8265821.0,8265934.0
1b,mixed,coh,ft_x,0_24,15108.74583,8625469.0,8625582.0
1b,mixed,coh,ft_x,0_25,19148.208126,8985788.0,8986054.0
1b,mixed,coh,ft_x,0_26,396238.915471,9336786.0,9337017.0
1b,mixed,coh,ft_x,0_27,3953381.599755,9616969.0,9617238.0
1b,mixed,coh,ft_x,0_28,8755126.859835,9867374.0,9867647.0
1b,mixed,coh,ft_x,0_29,15608622.073884,10066924.0,10067182.0
1b,mixed,coh,dbl_bfly_x,0_01,8892.86519,359870.0,359872.0
1b,mixed,coh,dbl_bfly_x,0_02,8985.378591,719813.0,719818.0
1b,mixed,coh,dbl_bfly_x,0_03,9092.112676,1079452.0,1079458.0
1b,mixed,coh,dbl_bfly_x,0_04,9206.520435,1438058.0,1438068.0
1b,mixed,coh,dbl_bfly_x,0_05,9325.64662,1796349.0,1796367.0
1b,mixed,coh,dbl_bfly_x,0_06,9462.140327,2155390.0,2155407.0
1b,mixed,coh,dbl_bfly_x,0_07,9610.139577,2515135.0,2515163.0
1b,mixed,coh,dbl_bfly_x,0_08,9765.568211,2874588.0,2874616.0
1b,mixed,coh,dbl_bfly_x,0_09,9933.321544,3234002.0,3234032.0
1b,mixed,coh,dbl_bfly_x,0_1,10121.502006,3593847.0,3593887.0
1b,mixed,coh,dbl_bfly_x,0_11,10319.286816,3952429.0,3952472.0
1b,mixed,coh,dbl_bfly_x,0_12,10540.746462,4311895.0,4311936.0
1b,mixed,coh,dbl_bfly_x,0_13,10779.655495,4671485.0,4671519.0
1b,mixed,coh,dbl_bfly_x,0_14,11048.300826,5031858.0,5031915.0
1b,mixed,coh,dbl_bfly_x,0_15,11344.872183,5392260.0,5392330.0
1b,mixed,coh,dbl_bfly_x,0_16,11676.1162,5751416.0,5751474.0
1b,mixed,coh,dbl_bfly_x,0_17,12059.3069,6110990.0,6111059.0
1b,mixed,coh,dbl_bfly_x,0_18,12489.79614,6469599.0,6469690.0
1b,mixed,coh,dbl_bfly_x,0_19,12996.745947,6828292.0,6828363.0
1b,mixed,coh,dbl_bfly_x,0_2,13600.42731,7187601.0,7187719.0
1b,mixed,coh,dbl_bfly_x,0_21,14361.463042,7548087.0,7548198.0
1b,mixed,coh,dbl_bfly_x,0_22,15372.330063,7906938.0,7907042.0
1b,mixed,coh,dbl_bfly_x,0_23,17013.503717,8265804.0,8265929.0
1b,mixed,coh,dbl_bfly_x,0_24,20481.200969,8625385.0,8625527.0
1b,mixed,coh,dbl_bfly_x,0_25,343864.157945,8980948.0,8981142.0
1b,mixed,coh,dbl_bfly_x,0_26,3469618.120654,9273785.0,9274002.0
1b,mixed,coh,dbl_bfly_x,0_27,9529481.609453,9496203.0,9496429.0
1b,mixed,coh,dbl_bfly_x,0_28,17621242.636866,9674404.0,9674655.0
1b,mixed,coh,dbl_bfly_x,0_29,24240597.949048,9847667.0,9847901.0
1b,mixed,coh,cmesh_x,0_01
1b,mixed,coh,cmesh_x,0_02
1b,mixed,coh,cmesh_x,0_03
1b,mixed,coh,cmesh_x,0_04
1b,mixed,coh,cmesh_x,0_05
1b,mixed,coh,cmesh_x,0_06
1b,mixed,coh,cmesh_x,0_07
1b,mixed,coh,cmesh_x,0_08
1b,mixed,coh,cmesh_x,0_09
1b,mixed,coh,cmesh_x,0_1
1b,mixed,coh,cmesh_x,0_11
1b,mixed,coh,cmesh_x,0_12
1b,mixed,coh,cmesh_x,0_13
1b,mixed,coh,cmesh_x,0_14
1b,mixed,coh,cmesh_x,0_15
1b,mixed,coh,cmesh_x,0_16
1b,mixed,coh,cmesh_x,0_17
1b,mixed,coh,cmesh_x,0_18
1b,mixed,coh,cmesh_x,0_19
1b,mixed,coh,butter_donut_x,0_01,8538.253709,359869.0,359872.0
1b,mixed,coh,butter_donut_x,0_02,8615.714015,719813.0,719818.0
1b,mixed,coh,butter_donut_x,0_03,8710.444841,1079452.0,1079458.0
1b,mixed,coh,butter_donut_x,0_04,8811.634076,1438058.0,1438068.0
1b,mixed,coh,butter_donut_x,0_05,8915.093775,1796349.0,1796367.0
1b,mixed,coh,butter_donut_x,0_06,9032.076886,2155391.0,2155407.0
1b,mixed,coh,butter_donut_x,0_07,9157.0039,2515136.0,2515163.0
1b,mixed,coh,butter_donut_x,0_08,9291.983863,2874588.0,2874616.0
1b,mixed,coh,butter_donut_x,0_09,9432.71471,3234006.0,3234032.0
1b,mixed,coh,butter_donut_x,0_1,9589.950262,3593849.0,3593887.0
1b,mixed,coh,butter_donut_x,0_11,9758.396524,3952430.0,3952472.0
1b,mixed,coh,butter_donut_x,0_12,9945.045422,4311897.0,4311938.0
1b,mixed,coh,butter_donut_x,0_13,10143.785836,4671485.0,4671519.0
1b,mixed,coh,butter_donut_x,0_14,10392.412243,5031835.0,5031915.0
1b,mixed,coh,butter_donut_x,0_15,10606.311356,5392265.0,5392329.0
1b,mixed,coh,butter_donut_x,0_16,10907.155378,5751390.0,5751472.0
1b,mixed,coh,butter_donut_x,0_17,11206.606586,6110964.0,6111058.0
1b,mixed,coh,butter_donut_x,0_18,11608.502406,6469583.0,6469691.0
1b,mixed,coh,butter_donut_x,0_19,12015.192098,6828280.0,6828362.0
1b,mixed,coh,butter_donut_x,0_2,12519.688004,7187565.0,7187717.0
1b,mixed,coh,butter_donut_x,0_21,13106.199966,7548066.0,7548193.0
1b,mixed,coh,butter_donut_x,0_22,13869.885611,7906918.0,7907038.0
1b,mixed,coh,butter_donut_x,0_23,14860.815671,8265793.0,8265927.0
1b,mixed,coh,butter_donut_x,0_24,11735.324778,6702878.0,6703009.0
1b,mixed,coh,butter_donut_x,0_25,15342.954004,7783002.0,7783137.0
1b,mixed,coh,butter_donut_x,0_26,12104.326071,6772814.0,6772946.0
1b,mixed,coh,butter_donut_x,0_27,15852.188235,7179298.0,7179448.0
1b,mixed,coh,butter_donut_x,0_28,27267.536377,7427097.0,7427247.0
1b,mixed,coh,butter_donut_x,0_29,31591.829019,7630380.0,7630520.0
